SampleID,PubID,RefID,Populations,Reference,Nationality,Time
MH0001,MH0001,MH0001,E,Ref 2,Danish,stool1
MH0002,MH0002,MH0002,E,Ref 2,Danish,stool1
MH0003,MH0003,MH0003,E,Ref 2,Danish,stool1
MH0004,MH0004,MH0004,E,Ref 2,Danish,stool1
MH0005,MH0005,MH0005,E,Ref 2,Danish,stool1
MH0006,MH0006,MH0006,E,Ref 2,Danish,stool1
MH0007,MH0007,MH0007,E,Ref 2,Danish,stool1
MH0008,MH0008,MH0008,E,Ref 2,Danish,stool1
MH0009,MH0009,MH0009,E,Ref 2,Danish,stool1
MH0010,MH0010,MH0010,E,Ref 2,Danish,stool1
MH0011,MH0011,MH0011,E,Ref 2,Danish,stool1
MH0012,MH0012,MH0012,E,Ref 2,Danish,stool1
MH0013,MH0013,MH0013,E,Ref 2,Danish,stool1
MH0014,MH0014,MH0014,E,Ref 2,Danish,stool1
MH0015,MH0015,MH0015,E,Ref 2,Danish,stool1
MH0016,MH0016,MH0016,E,Ref 2,Danish,stool1
MH0017,MH0017,MH0017,E,Ref 2,Danish,stool1
MH0018,MH0018,MH0018,E,Ref 2,Danish,stool1
MH0019,MH0019,MH0019,E,Ref 2,Danish,stool1
MH0020,MH0020,MH0020,E,Ref 2,Danish,stool1
MH0021,MH0021,MH0021,E,Ref 2,Danish,stool1
MH0022,MH0022,MH0022,E,Ref 2,Danish,stool1
MH0023,MH0023,MH0023,E,Ref 2,Danish,stool1
MH0024,MH0024,MH0024,E,Ref 2,Danish,stool1
MH0025,MH0025,MH0025,E,Ref 2,Danish,stool1
MH0026,MH0026,MH0026,E,Ref 2,Danish,stool1
MH0027,MH0027,MH0027,E,Ref 2,Danish,stool1
MH0028,MH0028,MH0028,E,Ref 2,Danish,stool1
MH0030,MH0030,MH0030,E,Ref 2,Danish,stool1
MH0031,MH0031,MH0031,E,Ref 2,Danish,stool1
MH0032,MH0032,MH0032,E,Ref 2,Danish,stool1
MH0033,MH0033,MH0033,E,Ref 2,Danish,stool1
MH0034,MH0034,MH0034,E,Ref 2,Danish,stool1
MH0035,MH0035,MH0035,E,Ref 2,Danish,stool1
MH0036,MH0036,MH0036,E,Ref 2,Danish,stool1
MH0037,MH0037,MH0037,E,Ref 2,Danish,stool1
MH0038,MH0038,MH0038,E,Ref 2,Danish,stool1
MH0039,MH0039,MH0039,E,Ref 2,Danish,stool1
MH0040,MH0040,MH0040,E,Ref 2,Danish,stool1
MH0041,MH0041,MH0041,E,Ref 2,Danish,stool1
MH0042,MH0042,MH0042,E,Ref 2,Danish,stool1
MH0043,MH0043,MH0043,E,Ref 2,Danish,stool1
MH0044,MH0044,MH0044,E,Ref 2,Danish,stool1
MH0045,MH0045,MH0045,E,Ref 2,Danish,stool1
MH0046,MH0046,MH0046,E,Ref 2,Danish,stool1
MH0047,MH0047,MH0047,E,Ref 2,Danish,stool1
MH0048,MH0048,MH0048,E,Ref 2,Danish,stool1
MH0049,MH0049,MH0049,E,Ref 2,Danish,stool1
MH0050,MH0050,MH0050,E,Ref 2,Danish,stool1
MH0051,MH0051,MH0051,E,Ref 2,Danish,stool1
MH0052,MH0052,MH0052,E,Ref 2,Danish,stool1
MH0053,MH0053,MH0053,E,Ref 2,Danish,stool1
MH0054,MH0054,MH0054,E,Ref 2,Danish,stool1
MH0055,MH0055,MH0055,E,Ref 2,Danish,stool1
MH0056,MH0056,MH0056,E,Ref 2,Danish,stool1
MH0057,MH0057,MH0057,E,Ref 2,Danish,stool1
MH0058,MH0058,MH0058,E,Ref 2,Danish,stool1
MH0059,MH0059,MH0059,E,Ref 2,Danish,stool1
MH0060,MH0060,MH0060,E,Ref 2,Danish,stool1
MH0061,MH0061,MH0061,E,Ref 2,Danish,stool1
MH0062,MH0062,MH0062,E,Ref 2,Danish,stool1
MH0063,MH0063,MH0063,E,Ref 2,Danish,stool1
MH0064,MH0064,MH0064,E,Ref 2,Danish,stool1
MH0065,MH0065,MH0065,E,Ref 2,Danish,stool1
MH0066,MH0066,MH0066,E,Ref 2,Danish,stool1
MH0067,MH0067,MH0067,E,Ref 2,Danish,stool1
MH0068,MH0068,MH0068,E,Ref 2,Danish,stool1
MH0069,MH0069,MH0069,E,Ref 2,Danish,stool1
MH0070,MH0070,MH0070,E,Ref 2,Danish,stool1
MH0071,MH0071,MH0071,E,Ref 2,Danish,stool1
MH0072,MH0072,MH0072,E,Ref 2,Danish,stool1
MH0073,MH0073,MH0073,E,Ref 2,Danish,stool1
MH0074,MH0074,MH0074,E,Ref 2,Danish,stool1
MH0075,MH0075,MH0075,E,Ref 2,Danish,stool1
MH0076,MH0076,MH0076,E,Ref 2,Danish,stool1
MH0077,MH0077,MH0077,E,Ref 2,Danish,stool1
MH0078,MH0078,MH0078,E,Ref 2,Danish,stool1
MH0079,MH0079,MH0079,E,Ref 2,Danish,stool1
MH0080,MH0080,MH0080,E,Ref 2,Danish,stool1
MH0081,MH0081,MH0081,E,Ref 2,Danish,stool1
MH0082,MH0082,MH0082,E,Ref 2,Danish,stool1
MH0083,MH0083,MH0083,E,Ref 2,Danish,stool1
MH0084,MH0084,MH0084,E,Ref 2,Danish,stool1
MH0085,MH0085,MH0085,E,Ref 2,Danish,stool1
MH0086,MH0086,MH0086,E,Ref 2,Danish,stool1
MH0087,MH0087,MH0087,E,Ref 6 & Ref 10,Danish,stool1
MH0088,MH0088,MH0088,E,Ref 6 & Ref 10,Danish,stool1
MH0089,MH0089,MH0089,E,Ref 6 & Ref 10,Danish,stool1
MH0090,MH0090,MH0090,E,Ref 6 & Ref 10,Danish,stool1
MH0091,MH0091,MH0091,E,Ref 6 & Ref 10,Danish,stool1
MH0092,MH0092,MH0092,E,Ref 6 & Ref 10,Danish,stool1
MH0093,MH0093,MH0093,E,Ref 6 & Ref 10,Danish,stool1
MH0094,MH0094,MH0094,E,Ref 6 & Ref 10,Danish,stool1
MH0095,MH0095,MH0095,E,Ref 6 & Ref 10,Danish,stool1
MH0096,MH0096,MH0096,E,Ref 6 & Ref 10,Danish,stool1
MH0097,MH0097,MH0097,E,Ref 6 & Ref 10,Danish,stool1
MH0098,MH0098,MH0098,E,Ref 6 & Ref 10,Danish,stool1
MH0099,MH0099,MH0099,E,Ref 6 & Ref 10,Danish,stool1
MH0100,MH0100,MH0100,E,Ref 6 & Ref 10,Danish,stool1
MH0101,MH0101,MH0101,E,Ref 6 & Ref 10,Danish,stool1
MH0102,MH0102,MH0102,E,Ref 6 & Ref 10,Danish,stool1
MH0103,MH0103,MH0103,E,Ref 6 & Ref 10,Danish,stool1
MH0104,MH0104,MH0104,E,Ref 6 & Ref 10,Danish,stool1
MH0105,MH0105,MH0105,E,Ref 6 & Ref 10,Danish,stool1
MH0106,MH0106,MH0106,E,Ref 6 & Ref 10,Danish,stool1
MH0107,MH0107,MH0107,E,Ref 6 & Ref 10,Danish,stool1
MH0108,MH0108,MH0108,E,Ref 6,Danish,stool1
MH0109,MH0109,MH0109,E,Ref 6 & Ref 10,Danish,stool1
MH0110,MH0110,MH0110,E,Ref 6 & Ref 10,Danish,stool1
MH0111,MH0111,MH0111,E,Ref 6 & Ref 10,Danish,stool1
MH0113,MH0113,MH0113,E,Ref 6 & Ref 10,Danish,stool1
MH0114,MH0114,MH0114,E,Ref 6 & Ref 10,Danish,stool1
MH0115,MH0115,MH0115,E,Ref 6 & Ref 10,Danish,stool1
MH0116,MH0116,MH0116,E,Ref 6 & Ref 10,Danish,stool1
MH0117,MH0117,MH0117,E,Ref 6 & Ref 10,Danish,stool1
MH0118,MH0118,MH0118,E,Ref 6 & Ref 10,Danish,stool1
MH0119,MH0119,MH0119,E,Ref 6,Danish,stool1
MH0120,MH0120,MH0120,E,Ref 6 & Ref 10,Danish,stool1
MH0121,MH0121,MH0121,E,Ref 6 & Ref 10,Danish,stool1
MH0122,MH0122,MH0122,E,Ref 6 & Ref 10,Danish,stool1
MH0123,MH0123,MH0123,E,Ref 6 & Ref 10,Danish,stool1
MH0124,MH0124,MH0124,E,Ref 6 & Ref 10,Danish,stool1
MH0125,MH0125,MH0125,E,Ref 6 & Ref 10,Danish,stool1
MH0126,MH0126,MH0126,E,Ref 6 & Ref 10,Danish,stool1
MH0127,MH0127,MH0127,E,Ref 6 & Ref 10,Danish,stool1
MH0128,MH0128,MH0128,E,Ref 6 & Ref 10,Danish,stool1
MH0129,MH0129,MH0129,E,Ref 6 & Ref 10,Danish,stool1
MH0130,MH0130,MH0130,E,Ref 6 & Ref 10,Danish,stool1
MH0131,MH0131,MH0131,E,Ref 6,Danish,stool1
MH0132,MH0132,MH0132,E,Ref 6 & Ref 10,Danish,stool1
MH0133,MH0133,MH0133,E,Ref 6 & Ref 10,Danish,stool1
MH0134,MH0134,MH0134,E,Ref 6 & Ref 10,Danish,stool1
MH0135,MH0135,MH0135,E,Ref 6 & Ref 10,Danish,stool1
MH0136,MH0136,MH0136,E,Ref 6 & Ref 10,Danish,stool1
MH0137,MH0137,MH0137,E,Ref 6 & Ref 10,Danish,stool1
MH0138,MH0138,MH0138,E,Ref 6 & Ref 10,Danish,stool1
MH0139,MH0139,MH0139,E,Ref 6 & Ref 10,Danish,stool1
MH0140,MH0140,MH0140,E,Ref 6 & Ref 10,Danish,stool1
MH0141,MH0141,MH0141,E,Ref 6 & Ref 10,Danish,stool1
MH0142,MH0142,MH0142,E,Ref 6 & Ref 10,Danish,stool1
MH0143,MH0143,MH0143,E,Ref 6 & Ref 10,Danish,stool1
MH0144,MH0144,MH0144,E,Ref 6 & Ref 10,Danish,stool1
MH0145,MH0145,MH0145,E,Ref 6 & Ref 10,Danish,stool1
MH0146,MH0146,MH0146,E,Ref 6 & Ref 10,Danish,stool1
MH0147,MH0147,MH0147,E,Ref 6 & Ref 10,Danish,stool1
MH0148,MH0148,MH0148,E,Ref 6 & Ref 10,Danish,stool1
MH0149,MH0149,MH0149,E,Ref 6 & Ref 10,Danish,stool1
MH0150,MH0150,MH0150,E,Ref 6,Danish,stool1
MH0151,MH0151,MH0151,E,Ref 6 & Ref 10,Danish,stool1
MH0152,MH0152,MH0152,E,Ref 6 & Ref 10,Danish,stool1
MH0153,MH0153,MH0153,E,Ref 6 & Ref 10,Danish,stool1
MH0154,MH0154,MH0154,E,Ref 6 & Ref 10,Danish,stool1
MH0155,MH0155,MH0155,E,Ref 6 & Ref 10,Danish,stool1
MH0156,MH0156,MH0156,E,Ref 6 & Ref 10,Danish,stool1
MH0157,MH0157,MH0157,E,Ref 6 & Ref 10,Danish,stool1
MH0158,MH0158,MH0158,E,Ref 6 & Ref 10,Danish,stool1
MH0159,MH0159,MH0159,E,Ref 6 & Ref 10,Danish,stool1
MH0160,MH0160,MH0160,E,Ref 6 & Ref 10,Danish,stool1
MH0161,MH0161,MH0161,E,Ref 6,Danish,stool1
MH0162,MH0162,MH0162,E,Ref 6 & Ref 10,Danish,stool1
MH0163,MH0163,MH0163,E,Ref 6 & Ref 10,Danish,stool1
MH0164,MH0164,MH0164,E,Ref 6 & Ref 10,Danish,stool1
MH0165,MH0165,MH0165,E,Ref 6 & Ref 10,Danish,stool1
MH0166,MH0166,MH0166,E,Ref 6 & Ref 10,Danish,stool1
MH0167,MH0167,MH0167,E,Ref 6 & Ref 10,Danish,stool1
MH0168,MH0168,MH0168,E,Ref 6 & Ref 10,Danish,stool1
MH0169,MH0169,MH0169,E,Ref 6 & Ref 10,Danish,stool1
MH0170,MH0170,MH0170,E,Ref 6 & Ref 10,Danish,stool1
MH0172,MH0172,MH0172,E,Ref 6 & Ref 10,Danish,stool1
MH0173,MH0173,MH0173,E,Ref 6 & Ref 10,Danish,stool1
MH0174,MH0174,MH0174,E,Ref 6 & Ref 10,Danish,stool1
MH0175,MH0175,MH0175,E,Ref 6 & Ref 10,Danish,stool1
MH0176,MH0176,MH0176,E,Ref 6,Danish,stool1
MH0177,MH0177,MH0177,E,Ref 6 & Ref 10,Danish,stool1
MH0178,MH0178,MH0178,E,Ref 6 & Ref 10,Danish,stool1
MH0179,MH0179,MH0179,E,Ref 6 & Ref 10,Danish,stool1
MH0180,MH0180,MH0180,E,Ref 6 & Ref 10,Danish,stool1
MH0181,MH0181,MH0181,E,Ref 6 & Ref 10,Danish,stool1
MH0182,MH0182,MH0182,E,Ref 6 & Ref 10,Danish,stool1
MH0183,MH0183,MH0183,E,Ref 6 & Ref 10,Danish,stool1
MH0184,MH0184,MH0184,E,Ref 6 & Ref 10,Danish,stool1
MH0185,MH0185,MH0185,E,Ref 6 & Ref 10,Danish,stool1
MH0186,MH0186,MH0186,E,Ref 6 & Ref 10,Danish,stool1
MH0187,MH0187,MH0187,E,Ref 6,Danish,stool1
MH0188,MH0188,MH0188,E,Ref 6,Danish,stool1
MH0189,MH0189,MH0189,E,Ref 6,Danish,stool1
MH0191,MH0191,MH0191,E,Ref 6,Danish,stool1
MH0192,MH192,MH0192,E,Current study,Danish,stool1
MH0193,MH0193,MH0193,E,Ref 6,Danish,stool1
MH0195,MH0195,MH0195,E,Ref 6,Danish,stool1
MH0196,MH0196,MH0196,E,Ref 6,Danish,stool1
MH0197,MH0197,MH0197,E,Ref 6,Danish,stool1
MH0198,MH0198,MH0198,E,Ref 6,Danish,stool1
MH0199,MH0199,MH0199,E,Ref 6,Danish,stool1
MH0200,MH0200,MH0200,E,Ref 6,Danish,stool1
MH0203,MH0203,MH0203,E,Ref 6,Danish,stool1
MH0204,MH0204,MH0204,E,Ref 6,Danish,stool1
MH0205,MH0205,MH0205,E,Ref 6,Danish,stool1
MH0206,MH0206,MH0206,E,Ref 6,Danish,stool1
MH0211,MH0211,MH0211,E,Ref 6,Danish,stool1
MH0212,MH0212,MH0212,E,Ref 6,Danish,stool1
MH0217,MH0217,MH0217,E,Ref 6,Danish,stool1
MH0220,MH0220,MH0220,E,Ref 6,Danish,stool1
MH0221,MH0221,MH0221,E,Current study,Danish,stool1
MH0222,MH0222,MH0222,E,Current study,Danish,stool1
MH0224,MH0224,MH0224,E,Ref 6,Danish,stool1
MH0227,MH0227,MH0227,E,Ref 6,Danish,stool1
MH0229,MH0229,MH0229,E,Ref 6,Danish,stool1
MH0230,MH0230,MH0230,E,Ref 6,Danish,stool1
MH0233,MH0233,MH0233,E,Ref 6,Danish,stool1
MH0234,MH0234,MH0234,E,Current study,Danish,stool1
MH0236,MH0236,MH0236,E,Ref 6,Danish,stool1
MH0238,MH0238,MH0238,E,Current study,Danish,stool1
MH0239,MH0239,MH0239,E,Ref 6,Danish,stool1
MH0243,MH0243,MH0243,E,Ref 6,Danish,stool1
MH0244,MH0244,MH0244,E,Ref 6,Danish,stool1
MH0245,MH0245,MH0245,E,Current study,Danish,stool1
MH0246,MH246,MH0246,E,Current study,Danish,stool1
MH0247,MH0247,MH0247,E,Ref 6,Danish,stool1
MH0250,MH0250,MH0250,E,Ref 6,Danish,stool1
MH0251,MH0251,MH0251,E,Ref 6,Danish,stool1
MH0252,MH0252,MH0252,E,Current study,Danish,stool1
MH0253,MH0253,MH0253,E,Ref 6,Danish,stool1
MH0257,MH0257,MH0257,E,Ref 6,Danish,stool1
MH0259,MH259,MH0259,E,Current study,Danish,stool1
MH0260,MH0260,MH0260,E,Current study,Danish,stool1
MH0261,MH261,MH0261,E,Current study,Danish,stool1
MH0262,MH0262,MH0262,E,Current study,Danish,stool1
MH0264,MH0264,MH0264,E,Current study,Danish,stool1
MH0265,MH0265,MH0265,E,Current study,Danish,stool1
MH0266,MH0266,MH0266,E,Current study,Danish,stool1
MH0267,MH0267,MH0267,E,Ref 6,Danish,stool1
MH0268,MH0268,MH0268,E,Current study,Danish,stool1
MH0270,MH0270,MH0270,E,Current study,Danish,stool1
MH0271,MH271,MH0271,E,Current study,Danish,stool1
MH0272,MH0272,MH0272,E,Ref 6,Danish,stool1
MH0274,MH0274,MH0274,E,Ref 6,Danish,stool1
MH0275,MH0275,MH0275,E,Ref 6,Danish,stool1
MH0276,MH0276,MH0276,E,Ref 6,Danish,stool1
MH0277,MH0277,MH0277,E,Ref 6,Danish,stool1
MH0280,MH0280,MH0280,E,Current study,Danish,stool1
MH0281,MH0281,MH0281,E,Current study,Danish,stool1
MH0283,MH283,MH0283,E,Current study,Danish,stool1
MH0284,MH0284,MH0284,E,Current study,Danish,stool1
MH0286,MH0286,MH0286,E,Ref 6,Danish,stool1
MH0287,MH0287,MH0287,E,Ref 6,Danish,stool1
MH0288,MH0288,MH0288,E,Ref 6,Danish,stool1
MH0289,MH0289,MH0289,E,Ref 6,Danish,stool1
MH0290,MH0290,MH0290,E,Current study,Danish,stool1
MH0292,MH0292,MH0292,E,Ref 6,Danish,stool1
MH0293,MH293,MH0293,E,Current study,Danish,stool1
MH0297,MH0297,MH0297,E,Current study,Danish,stool1
MH0298,MH0298,MH0298,E,Current study,Danish,stool1
MH0299,MH299,MH0299,E,Current study,Danish,stool1
MH0301,MH0301,MH0301,E,Current study,Danish,stool1
MH0302,MH0302,MH0302,E,Ref 6,Danish,stool1
MH0303,MH303,MH0303,E,Current study,Danish,stool1
MH0305,MH0305,MH0305,E,Ref 6,Danish,stool1
MH0307,MH0307,MH0307,E,Ref 6,Danish,stool1
MH0308,MH0308,MH0308,E,Current study,Danish,stool1
MH0309,MH309,MH0309,E,Current study,Danish,stool1
MH0310,MH0310,MH0310,E,Current study,Danish,stool1
MH0311,MH311,MH0311,E,Current study,Danish,stool1
MH0313,MH0313,MH0313,E,Ref 6,Danish,stool1
MH0314,MH0314,MH0314,E,Current study,Danish,stool1
MH0315,MH0315,MH0315,E,Current study,Danish,stool1
MH0316,MH0316,MH0316,E,Ref 6,Danish,stool1
MH0318,MH0318,MH0318,E,Ref 6,Danish,stool1
MH0319,MH0319,MH0319,E,Current study,Danish,stool1
MH0321,MH0321,MH0321,E,Ref 6,Danish,stool1
MH0322,MH0322,MH0322,E,Ref 6,Danish,stool1
MH0323,MH0323,MH0323,E,Current study,Danish,stool1
MH0325,MH325,MH0325,E,Current study,Danish,stool1
MH0326,MH0326,MH0326,E,Current study,Danish,stool1
MH0327,MH327,MH0327,E,Current study,Danish,stool1
MH0328,MH328,MH0328,E,Current study,Danish,stool1
MH0329,MH0329,MH0329,E,Current study,Danish,stool1
MH0330,MH0330,MH0330,E,Current study,Danish,stool1
MH0332,MH0332,MH0332,E,Current study,Danish,stool1
MH0333,MH0333,MH0333,E,Ref 6,Danish,stool1
MH0334,MH0334,MH0334,E,Current study,Danish,stool1
MH0335,MH0335,MH0335,E,Current study,Danish,stool1
MH0336,MH336,MH0336,E,Current study,Danish,stool1
MH0337,MH337,MH0337,E,Current study,Danish,stool1
MH0338,MH338,MH0338,E,Current study,Danish,stool1
MH0339,MH339,MH0339,E,Current study,Danish,stool1
MH0340,MH0340,MH0340,E,Current study,Danish,stool1
MH0341,MH341,MH0341,E,Current study,Danish,stool1
MH0342,MH342,MH0342,E,Current study,Danish,stool1
MH0343,MH343,MH0343,E,Current study,Danish,stool1
MH0345,MH345,MH0345,E,Current study,Danish,stool1
MH0346,MH346,MH0346,E,Current study,Danish,stool1
MH0347,MH0347,MH0347,E,Current study,Danish,stool1
MH0348,MH0348,MH0348,E,Current study,Danish,stool1
MH0349,MH349,MH0349,E,Current study,Danish,stool1
MH0350,MH350,MH0350,E,Current study,Danish,stool1
MH0351,MH0351,MH0351,E,Current study,Danish,stool1
MH0354,MH0354,MH0354,E,Current study,Danish,stool1
MH0355,MH355,MH0355,E,Current study,Danish,stool1
MH0356,MH0356,MH0356,E,Current study,Danish,stool1
MH0357,MH357,MH0357,E,Current study,Danish,stool1
MH0358,MH358,MH0358,E,Current study,Danish,stool1
MH0359,MH359,MH0359,E,Current study,Danish,stool1
MH0360,MH360,MH0360,E,Current study,Danish,stool1
MH0361,MH361,MH0361,E,Current study,Danish,stool1
MH0362,MH362,MH0362,E,Current study,Danish,stool1
MH0363,MH363,MH0363,E,Current study,Danish,stool1
MH0364,MH0364,MH0364,E,Current study,Danish,stool1
MH0365,MH0365,MH0365,E,Current study,Danish,stool1
MH0366,MH0366,MH0366,E,Current study,Danish,stool1
MH0367,MH367,MH0367,E,Current study,Danish,stool1
MH0368,MH368,MH0368,E,Current study,Danish,stool1
MH0369,MH0369,MH0369,E,Current study,Danish,stool1
MH0370,MH370,MH0370,E,Current study,Danish,stool1
MH0371,MH371,MH0371,E,Current study,Danish,stool1
MH0372,MH372,MH0372,E,Current study,Danish,stool1
MH0373,MH373,MH0373,E,Current study,Danish,stool1
MH0374,MH374,MH0374,E,Current study,Danish,stool1
MH0375,MH0375,MH0375,E,Current study,Danish,stool1
MH0376,MH376,MH0376,E,Current study,Danish,stool1
MH0377,MH377,MH0377,E,Current study,Danish,stool1
MH0378,MH378,MH0378,E,Current study,Danish,stool1
MH0379,MH379,MH0379,E,Current study,Danish,stool1
MH0381,MH0381,MH0381,E,Current study,Danish,stool1
MH0382,MH0382,MH0382,E,Current study,Danish,stool1
MH0383,MH383,MH0383,E,Current study,Danish,stool1
MH0384,MH384,MH0384,E,Current study,Danish,stool1
MH0385,MH385,MH0385,E,Current study,Danish,stool1
MH0386,MH386,MH0386,E,Current study,Danish,stool1
MH0387,MH387,MH0387,E,Current study,Danish,stool1
MH0388,MH0388,MH0388,E,Current study,Danish,stool1
MH0389,MH0389,MH0389,E,Current study,Danish,stool1
MH0390,MH390,MH0390,E,Current study,Danish,stool1
MH0391,MH391,MH0391,E,Current study,Danish,stool1
MH0392,MH392,MH0392,E,Current study,Danish,stool1
MH0393,MH0393,MH0393,E,Current study,Danish,stool1
